Schlaf 1 Tag,
Datum,2023-03-12
Gesamte Schlafzeit,10h 55m
Dauer des Tiefschlafs,1h 15m
Dauer des leichten Schlafs,8h 5m
REM-Dauer,1h 35m
Wachzeit,38m



Daten für Schlafzeitleiste,
Ruheherzfrequenz,55 bpm
Durchschnittlicher SpO₂,--
Niedrigster SpO2,--
