Schlaf 1 Tag,
Datum,2023-04-19
Gesamte Schlafzeit,5h 33m
Dauer des Tiefschlafs,45m
Dauer des leichten Schlafs,3h 25m
REM-Dauer,1h 23m
Wachzeit,1m



Daten für Schlafzeitleiste,
Ruheherzfrequenz,63 bpm
Durchschnittlicher SpO₂,--
Niedrigster SpO2,--
