Schlaf 1 Tag,
Datum,2023-03-22
Gesamte Schlafzeit,7h 35m
Dauer des Tiefschlafs,30m
Dauer des leichten Schlafs,5h 42m
REM-Dauer,1h 23m
Wachzeit,10m



Daten für Schlafzeitleiste,
Ruheherzfrequenz,62 bpm
Durchschnittlicher SpO₂,--
Niedrigster SpO2,--
