Schlaf 1 Tag,
Datum,2023-02-21
Gesamte Schlafzeit,5h 43m
Dauer des Tiefschlafs,42m
Dauer des leichten Schlafs,4h 21m
REM-Dauer,40m
Wachzeit,--



Daten für Schlafzeitleiste,
Ruheherzfrequenz,57 bpm
Durchschnittlicher SpO₂,--
Niedrigster SpO2,--
