Schlaf 1 Tag,
Datum,2023-05-08
Gesamte Schlafzeit,5h 53m
Dauer des Tiefschlafs,57m
Dauer des leichten Schlafs,4h 1m
REM-Dauer,55m
Wachzeit,2m



Daten für Schlafzeitleiste,
Ruheherzfrequenz,53 bpm
Durchschnittlicher SpO₂,--
Niedrigster SpO2,--
