Schlaf 1 Tag,
Datum,2023-04-24
Gesamte Schlafzeit,4h 55m
Dauer des Tiefschlafs,45m
Dauer des leichten Schlafs,3h 9m
REM-Dauer,1h 1m
Wachzeit,1m



Daten für Schlafzeitleiste,
Ruheherzfrequenz,54 bpm
Durchschnittlicher SpO₂,--
Niedrigster SpO2,--
